Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD,calendar_week
2019-01-20,LTCUSD,32.32,33.13,30.19,30.65,10761.61,337781.07,3
2019-01-19,LTCUSD,30.77,33.09,30.77,32.32,7357.62,237717.01,3
2019-01-18,LTCUSD,31.72,31.93,30.57,30.77,9384.74,294837.17,3
2019-01-17,LTCUSD,31.32,37.5,30.05,31.72,12400.0,392736.03,3
2019-01-16,LTCUSD,30.98,31.9,30.6,31.32,3025.75,94302.16,3
2019-01-15,LTCUSD,32.47,32.47,30.26,30.98,9582.75,300019.34,3
2019-01-14,LTCUSD,29.95,32.61,29.74,32.47,6416.37,199306.88,3
2019-01-13,LTCUSD,32.03,33.26,29.52,29.95,9183.6,283668.48,2
2019-01-12,LTCUSD,31.78,32.89,31.15,32.03,7302.71,235285.89,2
2019-01-11,LTCUSD,33.36,39.3,31.11,31.78,12957.26,427749.4,2
2019-01-10,LTCUSD,38.61,39.25,32.01,33.36,37728.88,1294379.29,2
2019-01-09,LTCUSD,39.21,40.03,38.43,38.61,6944.18,272058.02,2
2019-01-08,LTCUSD,37.75,41.0,37.61,39.21,22826.73,890846.39,2
2019-01-07,LTCUSD,39.0,39.53,37.23,37.75,9426.12,360361.42,2
2019-01-06,LTCUSD,34.59,40.0,34.24,39.0,24370.56,915158.92,1
2019-01-05,LTCUSD,32.27,36.0,32.01,34.59,7105.48,246241.19,1
2019-01-04,LTCUSD,31.65,32.63,31.02,32.27,4788.99,152137.36,1
2019-01-03,LTCUSD,33.0,33.49,31.0,31.65,10274.08,328673.05,1
2019-01-02,LTCUSD,31.64,33.5,31.42,33.0,12678.24,412109.69,1
2019-01-01,LTCUSD,29.71,32.02,28.73,31.64,6111.46,188552.19,1
