Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,calendar_week
2019-02-20,BTCUSD,3892.03,3966.67,3865.02,3941.16,3014.33,11805181.16,8
2019-02-19,BTCUSD,3866.99,3971.46,3844.37,3892.03,3746.26,14627443.46,8
2019-02-18,BTCUSD,3626.7,3912.51,3618.09,3866.99,3804.26,14375151.88,8
2019-02-17,BTCUSD,3582.3,3675.87,3557.38,3626.7,1439.01,5181942.16,7
2019-02-16,BTCUSD,3567.12,3606.92,3567.12,3582.3,906.6,3252985.53,7
2019-02-15,BTCUSD,3562.29,3615.79,3544.95,3567.12,2981.09,10649544.93,7
2019-02-14,BTCUSD,3576.48,3657.0,3537.0,3562.29,2558.17,9142540.86,7
2019-02-13,BTCUSD,3588.61,3627.79,3561.22,3576.48,1831.34,6560232.65,7
2019-02-12,BTCUSD,3588.58,3618.56,3550.1,3588.61,2852.03,10208314.61,7
2019-02-11,BTCUSD,3647.21,3649.99,3578.01,3588.58,3356.7,12072097.28,7
2019-02-10,BTCUSD,3624.11,3655.04,3580.17,3647.21,987.24,3565812.48,6
2019-02-09,BTCUSD,3622.59,3638.94,3595.01,3624.11,1614.39,5836310.55,6
2019-02-08,BTCUSD,3359.99,3711.26,3343.84,3622.59,5701.16,20153424.89,6
2019-02-07,BTCUSD,3366.83,3380.0,3352.29,3359.99,1274.83,4288604.06,6
2019-02-06,BTCUSD,3429.98,3445.22,3331.44,3366.83,2077.12,7000869.02,6
2019-02-05,BTCUSD,3411.47,3430.0,3401.84,3429.98,1335.65,4569082.06,6
2019-02-04,BTCUSD,3415.99,3435.0,3397.0,3411.47,1112.92,3801923.68,6
2019-02-03,BTCUSD,3469.06,3471.42,3390.0,3415.99,787.11,2695560.12,5
2019-02-02,BTCUSD,3441.87,3484.99,3412.18,3469.06,691.13,2379749.27,5
2019-02-01,BTCUSD,3412.1,3458.18,3370.61,3441.87,2800.61,9580957.96,5
2019-01-31,BTCUSD,3436.11,3472.0,3394.43,3412.1,2776.44,9495071.14,5
2019-01-30,BTCUSD,3395.49,3459.5,3372.28,3436.11,3163.47,10840415.6,5
2019-01-29,BTCUSD,3429.7,3437.93,3321.0,3395.49,4105.75,13930725.13,5
2019-01-28,BTCUSD,3529.63,3535.18,3369.99,3429.7,4140.79,14214006.37,5
2019-01-27,BTCUSD,3558.19,3563.54,3472.94,3529.63,706.13,2489699.92,4
2019-01-26,BTCUSD,3561.0,3659.38,3540.12,3558.19,1176.79,4211645.01,4
2019-01-25,BTCUSD,3570.25,3578.0,3510.0,3561.0,2499.51,8878335.74,4
2019-01-24,BTCUSD,3553.02,3596.65,3528.54,3570.25,1189.5,4234595.46,4
2019-01-23,BTCUSD,3577.24,3611.57,3523.34,3553.02,2039.5,7268650.49,4
2019-01-22,BTCUSD,3532.25,3611.63,3423.74,3577.24,2338.86,8284757.87,4
2019-01-21,BTCUSD,3533.49,3568.78,3487.29,3532.25,1434.75,5070847.23,4
2019-01-20,BTCUSD,3687.0,3702.09,3474.0,3533.49,2149.91,7639957.2,3
2019-01-19,BTCUSD,3608.0,3760.0,3608.0,3687.0,2227.89,8268829.89,3
2019-01-18,BTCUSD,3641.4,3643.69,3577.28,3608.0,1627.9,5884005.16,3
2019-01-17,BTCUSD,3604.57,3657.79,3545.43,3641.4,2307.73,8325788.11,3
2019-01-16,BTCUSD,3583.47,3663.58,3571.47,3604.57,4990.66,17998353.02,3
2019-01-15,BTCUSD,3662.89,3682.59,3541.0,3583.47,3977.73,14425790.25,3
2019-01-14,BTCUSD,3514.08,3713.16,3506.84,3662.89,2851.17,10353404.07,3
2019-01-13,BTCUSD,3618.82,3644.54,3484.33,3514.08,2279.28,8111864.88,2
2019-01-12,BTCUSD,3637.28,3650.0,3561.5,3618.82,1264.18,4580598.24,2
2019-01-11,BTCUSD,3626.76,3695.0,3577.01,3637.28,3371.77,12260715.27,2
2019-01-10,BTCUSD,4000.67,4034.61,3566.0,3626.76,6903.93,25909780.72,2
2019-01-09,BTCUSD,3992.24,4044.82,3964.92,4000.67,3008.22,12062995.27,2
2019-01-08,BTCUSD,4007.47,4112.12,3950.0,3992.24,4900.54,19684370.31,2
2019-01-07,BTCUSD,4041.01,4069.96,3968.45,4007.47,3933.14,15810876.36,2
2019-01-06,BTCUSD,3797.41,4079.04,3756.79,4041.01,2511.72,9969787.14,1
2019-01-05,BTCUSD,3821.47,3859.5,3780.0,3797.41,1675.11,6408581.55,1
2019-01-04,BTCUSD,3786.91,3850.3,3732.15,3821.47,2284.54,8642529.67,1
2019-01-03,BTCUSD,3890.45,3894.17,3760.1,3786.91,4061.88,15562412.03,1
2019-01-02,BTCUSD,3823.63,3911.99,3763.85,3890.45,3924.91,14998960.25,1
2019-01-01,BTCUSD,3692.35,3840.85,3577.18,3823.63,3155.16,11667756.02,1
